Member of Parliament,Political Affiliation,Member Voted,Paired
Mr. Ziad Aboultaif (Edmonton Manning),Conservative,Yea,
Mr. Scott Aitchison (Parry Sound—Muskoka),Conservative,Yea,
Mr. Dan Albas (Central Okanagan—Similkameen—Nicola),Conservative,Yea,
Mr. Omar Alghabra (Mississauga Centre),Liberal,Nay,
Ms. Leona Alleslev (Aurora—Oak Ridges—Richmond Hill),Conservative,Yea,
Mr. Dean Allison (Niagara West),Conservative,Yea,
Mr. William Amos (Pontiac),Liberal,Nay,
Ms. Anita Anand (Oakville),Liberal,Nay,
Mr. Gary Anandasangaree (Scarborough—Rouge Park),Liberal,Nay,
Mr. Charlie Angus (Timmins—James Bay),NDP,Nay,
Mr. Mel Arnold (North Okanagan—Shuswap),Conservative,Yea,
Mr. René Arseneault (Madawaska—Restigouche),Liberal,Nay,
Mr. Chandra Arya (Nepean),Liberal,Nay,
Ms. Niki Ashton (Churchill—Keewatinook Aski),NDP,Nay,
Mrs. Jenica Atwin (Fredericton),Green Party,Nay,
Mr. Taylor Bachrach (Skeena—Bulkley Valley),NDP,Nay,
Mr. Vance Badawey (Niagara Centre),Liberal,Nay,
Mr. Larry Bagnell (Yukon),Liberal,Nay,
Mr. Navdeep Bains (Mississauga—Malton),Liberal,Nay,
Mr. Yvan Baker (Etobicoke Centre),Liberal,Nay,
Mr. Tony Baldinelli (Niagara Falls),Conservative,Yea,
Mr. John Barlow (Foothills),Conservative,Yea,
Mr. Michael Barrett (Leeds—Grenville—Thousand Islands and Rideau Lakes),Conservative,Yea,
Mr. Jaime Battiste (Sydney—Victoria),Liberal,Nay,
Mr. Terry Beech (Burnaby North—Seymour),Liberal,Nay,
Ms. Rachel Bendayan (Outremont),Liberal,Nay,
Ms. Carolyn Bennett (Toronto—St. Paul's),Liberal,Nay,
Mr. Bob Benzen (Calgary Heritage),Conservative,Yea,
Ms. Candice Bergen (Portage—Lisgar),Conservative,Yea,
Mr. Stéphane Bergeron (Montarville),Bloc Québécois,Nay,
Mr. Luc Berthold (Mégantic—L'Érable),Conservative,Yea,
Ms. Sylvie Bérubé (Abitibi—Baie-James—Nunavik—Eeyou),Bloc Québécois,Nay,
Mrs. Lyne Bessette (Brome—Missisquoi),Liberal,Nay,
Mr. James Bezan (Selkirk—Interlake—Eastman),Conservative,Yea,
Ms. Marie-Claude Bibeau (Compton—Stanstead),Liberal,Nay,
Mr. Chris Bittle (St. Catharines),Liberal,Nay,
Mr. Daniel Blaikie (Elmwood—Transcona),NDP,Nay,
Mr. Bill Blair (Scarborough Southwest),Liberal,Nay,
Mr. Yves-François Blanchet (Beloeil—Chambly),Bloc Québécois,Nay,
Mr. Maxime Blanchette-Joncas (Rimouski-Neigette—Témiscouata—Les Basques),Bloc Québécois,Nay,
Mr. Steven Blaney (Bellechasse—Les Etchemins—Lévis),Conservative,Yea,
Ms. Rachel Blaney (North Island—Powell River),NDP,Nay,
Mrs. Kelly Block (Carlton Trail—Eagle Creek),Conservative,Yea,
Mr. Kody Blois (Kings—Hants),Liberal,Nay,
Mr. Michel Boudrias (Terrebonne),Bloc Québécois,Nay,
Mr. Alexandre Boulerice (Rosemont—La Petite-Patrie),NDP,Nay,
Mr. Richard Bragdon (Tobique—Mactaquac),Conservative,Yea,
Mr. John Brassard (Barrie—Innisfil),Conservative,Yea,
Mr. Bob Bratina (Hamilton East—Stoney Creek),Liberal,Nay,
Mrs. Élisabeth Brière (Sherbrooke),Liberal,Nay,
Mr. Blaine Calkins (Red Deer—Lacombe),Conservative,Yea,
Mr. Richard Cannings (South Okanagan—West Kootenay),NDP,Nay,
Mr. Colin Carrie (Oshawa),Conservative,Yea,
Mr. Sean Casey (Charlottetown),Liberal,Nay,
Ms. Bardish Chagger (Waterloo),Liberal,Nay,
Mr. François-Philippe Champagne (Saint-Maurice—Champlain),Liberal,Nay,
Mr. Martin Champoux (Drummond),Bloc Québécois,Nay,
Mrs. Louise Charbonneau (Trois-Rivières),Bloc Québécois,Nay,
Mr. Shaun Chen (Scarborough North),Liberal,Nay,
Mr. Kenny Chiu (Steveston—Richmond East),Conservative,Yea,
Mr. Michael Chong (Wellington—Halton Hills),Conservative,Yea,
Ms. Laurel Collins (Victoria),NDP,Nay,
Mr. Michael Cooper (St. Albert—Edmonton),Conservative,Yea,
Mr. Serge Cormier (Acadie—Bathurst),Liberal,Nay,
Mr. James Cumming (Edmonton Centre),Conservative,Yea,
Ms. Julie Dabrusin (Toronto—Danforth),Liberal,Nay,
Mr. Marc Dalton (Pitt Meadows—Maple Ridge),Conservative,Yea,
Ms. Pam Damoff (Oakville North—Burlington),Liberal,Nay,
