Member of Parliament,Political Affiliation,Member Voted,Paired
Mr. Ziad Aboultaif (Edmonton Manning),Conservative,Yea,
Mr. Scott Aitchison (Parry Sound—Muskoka),Conservative,Yea,
Mr. Dan Albas (Central Okanagan—Similkameen—Nicola),Conservative,Yea,
Mr. Omar Alghabra (Mississauga Centre),Liberal,Nay,
Mr. William Amos (Pontiac),Liberal,Nay,
Mr. Gary Anandasangaree (Scarborough—Rouge Park),Liberal,Nay,
Mr. Mel Arnold (North Okanagan—Shuswap),Conservative,Yea,
Mr. René Arseneault (Madawaska—Restigouche),Liberal,Nay,
Mr. Chandra Arya (Nepean),Liberal,Nay,
Mr. John Barlow (Foothills),Conservative,Yea,
Mr. Michael Barrett (Leeds—Grenville—Thousand Islands and Rideau Lakes),Conservative,Yea,
Mr. Terry Beech (Burnaby North—Seymour),Liberal,Nay,
Ms. Carolyn Bennett (Toronto—St. Paul's),Liberal,Nay,
Mr. Bob Benzen (Calgary Heritage),Conservative,Yea,
Ms. Candice Bergen (Portage—Lisgar),Conservative,Yea,
Mr. Bill Blair (Scarborough Southwest),Liberal,Nay,
Mr. Steven Blaney (Bellechasse—Les Etchemins—Lévis),Conservative,Yea,
Ms. Rachel Blaney (North Island—Powell River),NDP,Nay,
Mr. Richard Bragdon (Tobique—Mactaquac),Conservative,Yea,
Mrs. Élisabeth Brière (Sherbrooke),Liberal,Nay,
Mr. Richard Cannings (South Okanagan—West Kootenay),NDP,Nay,
Mr. Colin Carrie (Oshawa),Conservative,Yea,
Mr. Sean Casey (Charlottetown),Liberal,Nay,
Ms. Louise Chabot (Thérèse-De Blainville),Bloc Québécois,Nay,
Mr. Shaun Chen (Scarborough North),Liberal,Nay,
Mr. Kenny Chiu (Steveston—Richmond East),Conservative,Yea,
Mr. James Cumming (Edmonton Centre),Conservative,Yea,
Mr. Marc Dalton (Pitt Meadows—Maple Ridge),Conservative,Yea,
Ms. Raquel Dancho (Kildonan—St. Paul),Conservative,Yea,
Mr. Scot Davidson (York—Simcoe),Conservative,Yea,
Mr. Gérard Deltell (Louis-Saint-Laurent),Conservative,Yea,
Mr. Chris d'Entremont (West Nova),Conservative,Yea,
Mr. Luc Desilets (Rivière-des-Mille-Îles),Bloc Québécois,Nay,
Mr. Todd Doherty (Cariboo—Prince George),Conservative,Yea,
Mr. Francis Drouin (Glengarry—Prescott—Russell),Liberal,Nay,
Mr. Jean-Yves Duclos (Québec),Liberal,Nay,
Mr. Terry Duguid (Winnipeg South),Liberal,Nay,
Mr. Eric Duncan (Stormont—Dundas—South Glengarry),Conservative,Yea,
Mr. Fayçal El-Khoury (Laval—Les Îles),Liberal,Nay,
Mr. Neil Ellis (Bay of Quinte),Liberal,Nay,
Mr. Ed Fast (Abbotsford),Conservative,Yea,
Mr. Greg Fergus (Hull—Aylmer),Liberal,Nay,
Ms. Diane Finley (Haldimand—Norfolk),Conservative,Yea,
Mr. Darren Fisher (Dartmouth—Cole Harbour),Liberal,Nay,
Mrs. Mona Fortier (Ottawa—Vanier),Liberal,Nay,
Ms. Chrystia Freeland (University—Rosedale),Liberal,Nay,
Mr. Marc Garneau (Notre-Dame-de-Grâce—Westmount),Liberal,Nay,
Mr. Garnett Genuis (Sherwood Park—Fort Saskatchewan),Conservative,Yea,
Mrs. Marilène Gill (Manicouagan),Bloc Québécois,Nay,
Mr. Joël Godin (Portneuf—Jacques-Cartier),Conservative,Yea,
Mrs. Tracy Gray (Kelowna—Lake Country),Conservative,Yea,
Mr. Steven Guilbeault (Laurier—Sainte-Marie),Liberal,Nay,
Mr. Ken Hardie (Fleetwood—Port Kells),Liberal,Nay,
Mr. Jack Harris (St. John's East),NDP,Nay,
Mr. Randy Hoback (Prince Albert),Conservative,Yea,
Mr. Mark Holland (Ajax),Liberal,Nay,
Mr. Anthony Housefather (Mount Royal),Liberal,Nay,
Mr. Ahmed Hussen (York South—Weston),Liberal,Nay,
Ms. Gudie Hutchings (Long Range Mountains),Liberal,Nay,
Mrs. Tamara Jansen (Cloverdale—Langley City),Conservative,Yea,
Mr. Gord Johns (Courtenay—Alberni),NDP,Nay,
Mr. Robert Kitchen (Souris—Moose Mountain),Conservative,Yea,
Mrs. Stephanie Kusie (Calgary Midnapore),Conservative,Yea,
Mr. Irek Kusmierczyk (Windsor—Tecumseh),Liberal,Nay,
Mr. David Lametti (LaSalle—Émard—Verdun),Liberal,Nay,
Mr. Kevin Lamoureux (Winnipeg North),Liberal,Nay,
Ms. Andréanne Larouche (Shefford),Bloc Québécois,Nay,
Mr. Stéphane Lauzon (Argenteuil—La Petite-Nation),Liberal,Nay,
